cod_ibge6,leitos_internacao,leitos_internacao_sus,ano
432067,55.0,34.0,2014
432070,87.0,67.0,2014
432080,121.0,86.0,2014
432090,92.0,67.0,2014
432100,36.0,23.0,2014
432110,49.0,39.0,2014
432120,129.0,71.0,2014
432130,81.0,64.0,2014
432132,16.0,16.0,2014
432140,110.0,76.0,2014
432145,84.0,74.0,2014
432150,82.0,65.0,2014
432160,94.0,94.0,2014
432163,31.0,27.0,2014
432170,59.0,52.0,2014
432180,69.0,41.0,2014
432190,104.0,69.0,2014
432195,35.0,33.0,2014
432200,50.0,36.0,2014
432210,34.0,25.0,2014
432220,91.0,63.0,2014
432230,37.0,26.0,2014
432240,210.0,165.0,2014
432250,146.0,105.0,2014
432253,39.0,29.0,2014
432260,121.0,85.0,2014
432270,35.0,31.0,2014
432280,64.0,42.0,2014
432290,50.0,33.0,2014
432300,266.0,254.0,2014
432310,27.0,27.0,2014
432320,18.0,18.0,2014
432340,18.0,16.0,2014
432370,23.0,18.0,2014
500020,17.0,17.0,2014
500060,127.0,40.0,2014
500070,26.0,24.0,2014
500080,12.0,8.0,2014
500085,26.0,6.0,2014
500090,7.0,7.0,2014
500100,92.0,92.0,2014
500110,149.0,117.0,2014
500124,21.0,21.0,2014
500150,12.0,12.0,2014
500190,35.0,15.0,2014
500200,17.0,11.0,2014
500210,30.0,22.0,2014
500215,8.0,8.0,2014
500220,30.0,27.0,2014
500230,20.0,11.0,2014
500240,35.0,25.0,2014
500260,18.0,15.0,2014
500270,2322.0,1459.0,2014
500280,8.0,4.0,2014
500290,64.0,37.0,2014
500295,56.0,54.0,2014
500310,6.0,6.0,2014
500315,9.0,9.0,2014
500320,158.0,126.0,2014
500325,52.0,33.0,2014
500330,93.0,65.0,2014
500345,32.0,32.0,2014
500348,9.0,9.0,2014
500370,571.0,338.0,2014
500375,46.0,30.0,2014
500380,97.0,51.0,2014
500390,13.0,13.0,2014
500400,12.0,8.0,2014
500410,26.0,12.0,2014
500430,56.0,43.0,2014
500440,8.0,8.0,2014
500450,14.0,14.0,2014
500460,27.0,14.0,2014
500470,50.0,29.0,2014
500500,43.0,27.0,2014
500510,21.0,19.0,2014
500515,9.0,9.0,2014
500520,10.0,,2014
500525,6.0,6.0,2014
500540,50.0,44.0,2014
500560,46.0,24.0,2014
500568,36.0,36.0,2014
500570,92.0,81.0,2014
500580,6.0,6.0,2014
500600,18.0,18.0,2014
500620,122.0,87.0,2014
500625,14.0,5.0,2014
500630,191.0,112.0,2014
500635,10.0,10.0,2014
500640,8.0,8.0,2014
500660,154.0,104.0,2014
500690,16.0,16.0,2014
500710,16.0,16.0,2014
500720,43.0,38.0,2014
500730,20.0,6.0,2014
500740,29.0,29.0,2014
500750,8.0,8.0,2014
500755,8.0,8.0,2014
500769,58.0,34.0,2014
500770,64.0,18.0,2014
500790,39.0,27.0,2014
500793,22.0,10.0,2014
500795,8.0,8.0,2014
500797,4.0,4.0,2014
500830,238.0,115.0,2014
500840,5.0,5.0,2014
510020,98.0,50.0,2014
510025,129.0,66.0,2014
510030,106.0,87.0,2014
510060,30.0,24.0,2014
510080,28.0,28.0,2014
510100,12.0,12.0,2014
510125,19.0,16.0,2014
510130,24.0,23.0,2014
510140,33.0,33.0,2014
510160,11.0,11.0,2014
510170,78.0,78.0,2014
510180,109.0,73.0,2014
510190,31.0,31.0,2014
510250,236.0,170.0,2014
510260,21.0,21.0,2014
510263,31.0,30.0,2014
510267,45.0,36.0,2014
510268,16.0,16.0,2014
510270,40.0,17.0,2014
510279,20.0,20.0,2014
510300,34.0,34.0,2014
510305,23.0,14.0,2014
510310,16.0,16.0,2014
510320,112.0,83.0,2014
510325,40.0,28.0,2014
510330,42.0,31.0,2014
510335,41.0,41.0,2014
510337,32.0,30.0,2014
510340,1878.0,1272.0,2014
510345,24.0,24.0,2014
510350,51.0,51.0,2014
510360,20.0,15.0,2014
510385,17.0,17.0,2014
510390,15.0,15.0,2014
510410,50.0,36.0,2014
510420,20.0,16.0,2014
510455,16.0,16.0,2014
510460,35.0,35.0,2014
510480,61.0,30.0,2014
510500,37.0,32.0,2014
510510,97.0,32.0,2014
510515,150.0,84.0,2014
510517,19.0,19.0,2014
510520,17.0,13.0,2014
510525,77.0,49.0,2014
510550,28.0,24.0,2014
510558,21.0,21.0,2014
510560,39.0,25.0,2014
510562,84.0,39.0,2014
510590,41.0,34.0,2014
510600,35.0,30.0,2014
510610,14.0,14.0,2014
510615,15.0,15.0,2014
510620,13.0,13.0,2014
510621,27.0,8.0,2014
510622,43.0,41.0,2014
510623,43.0,20.0,2014
510625,46.0,25.0,2014
510627,16.0,16.0,2014
510628,26.0,26.0,2014
510629,26.0,26.0,2014
510630,35.0,35.0,2014
510637,28.0,28.0,2014
510642,64.0,64.0,2014
510650,64.0,58.0,2014
510670,21.0,21.0,2014
510675,68.0,50.0,2014
510677,18.0,18.0,2014
510680,20.0,20.0,2014
510700,94.0,79.0,2014
510704,112.0,46.0,2014
510706,31.0,26.0,2014
510710,54.0,48.0,2014
510718,28.0,28.0,2014
510719,15.0,15.0,2014
510720,20.0,20.0,2014
510730,37.0,25.0,2014
510735,29.0,10.0,2014
510760,430.0,343.0,2014
510770,63.0,55.0,2014
510775,14.0,14.0,2014
510777,17.0,17.0,2014
510780,20.0,20.0,2014
510785,40.0,40.0,2014
510787,49.0,40.0,2014
510790,235.0,97.0,2014
510792,157.0,113.0,2014
510794,21.0,15.0,2014
510795,151.0,88.0,2014
510800,21.0,21.0,2014
510805,37.0,37.0,2014
510810,14.0,14.0,2014
510820,23.0,22.0,2014
510840,284.0,245.0,2014
510850,30.0,,2014
510860,24.0,19.0,2014
510885,8.0,8.0,2014
510890,6.0,6.0,2014
510895,13.0,13.0,2014
520013,72.0,38.0,2014
520025,39.0,39.0,2014
520030,34.0,34.0,2014
520050,14.0,14.0,2014
520060,15.0,15.0,2014
520080,32.0,32.0,2014
520085,33.0,29.0,2014
520090,16.0,16.0,2014
520110,1087.0,805.0,2014
520130,27.0,27.0,2014
520140,733.0,557.0,2014
520150,13.0,13.0,2014
520160,17.0,17.0,2014
520170,53.0,53.0,2014
520180,16.0,16.0,2014
520215,10.0,10.0,2014
520235,17.0,17.0,2014
520250,15.0,15.0,2014
520280,12.0,12.0,2014
520320,22.0,22.0,2014
520330,48.0,38.0,2014
520340,39.0,29.0,2014
520350,19.0,19.0,2014
520380,23.0,23.0,2014
520390,32.0,25.0,2014
520393,14.0,14.0,2014
520400,16.0,16.0,2014
520410,26.0,26.0,2014
520425,20.0,20.0,2014
520430,46.0,30.0,2014
520440,35.0,23.0,2014
520450,129.0,84.0,2014
520465,19.0,19.0,2014
520470,16.0,16.0,2014
520480,18.0,18.0,2014
520490,48.0,34.0,2014
520495,42.0,42.0,2014
520500,17.0,17.0,2014
520505,15.0,15.0,2014
520510,324.0,183.0,2014
520520,20.0,20.0,2014
520530,15.0,15.0,2014
520540,289.0,124.0,2014
520545,15.0,15.0,2014
520547,25.0,25.0,2014
520549,57.0,24.0,2014
520551,25.0,25.0,2014
520552,15.0,15.0,2014
520570,16.0,16.0,2014
520580,24.0,13.0,2014
520590,26.0,26.0,2014
520620,61.0,44.0,2014
520630,8.0,8.0,2014
520640,97.0,68.0,2014
520650,11.0,11.0,2014
520660,14.0,14.0,2014
520670,13.0,13.0,2014
520680,14.0,14.0,2014
520710,16.0,16.0,2014
520725,24.0,24.0,2014
520735,10.0,10.0,2014
520740,23.0,18.0,2014
520750,22.0,22.0,2014
520753,15.0,15.0,2014
520760,20.0,20.0,2014
520780,37.0,26.0,2014
520790,7.0,7.0,2014
520800,135.0,90.0,2014
520810,25.0,25.0,2014
520830,20.0,20.0,2014
520840,18.0,18.0,2014
520850,33.0,26.0,2014
520860,274.0,206.0,2014
520870,6243.0,3219.0,2014
520880,44.0,28.0,2014
520890,111.0,68.0,2014
520910,127.0,59.0,2014
520960,19.0,19.0,2014
520970,21.0,21.0,2014
520980,28.0,28.0,2014
520990,30.0,30.0,2014
520993,16.0,16.0,2014
520995,51.0,20.0,2014
521000,305.0,96.0,2014
521010,68.0,52.0,2014
521020,118.0,51.0,2014
521030,9.0,9.0,2014
521040,71.0,64.0,2014
521060,19.0,19.0,2014
521080,18.0,18.0,2014
521090,66.0,61.0,2014
521100,23.0,23.0,2014
521120,133.0,81.0,2014
521130,17.0,17.0,2014
521140,18.0,18.0,2014
521150,252.0,104.0,2014
521160,10.0,10.0,2014
521170,13.0,13.0,2014
521180,97.0,82.0,2014
521190,210.0,144.0,2014
521200,10.0,10.0,2014
521210,15.0,15.0,2014
521220,68.0,30.0,2014
521230,29.0,29.0,2014
521250,163.0,85.0,2014
521260,18.0,18.0,2014
521270,16.0,16.0,2014
521280,32.0,18.0,2014
521290,29.0,29.0,2014
521295,14.0,14.0,2014
521300,12.0,12.0,2014
521308,81.0,28.0,2014
521310,249.0,79.0,2014
521350,16.0,16.0,2014
521370,30.0,30.0,2014
521375,13.0,13.0,2014
521380,106.0,74.0,2014
521385,19.0,19.0,2014
521390,20.0,20.0,2014
521400,20.0,20.0,2014
521405,18.0,18.0,2014
521410,19.0,19.0,2014
521440,16.0,16.0,2014
521450,104.0,69.0,2014
521460,105.0,89.0,2014
521483,45.0,45.0,2014
521500,18.0,18.0,2014
521520,11.0,11.0,2014
521530,29.0,20.0,2014
521550,31.0,31.0,2014
521560,33.0,28.0,2014
521565,19.0,19.0,2014
521570,33.0,33.0,2014
521580,14.0,14.0,2014
521590,16.0,16.0,2014
521630,30.0,30.0,2014
521640,20.0,20.0,2014
521680,23.0,17.0,2014
521710,66.0,56.0,2014
521720,28.0,28.0,2014
521730,74.0,68.0,2014
521740,41.0,41.0,2014
521760,73.0,71.0,2014
521770,50.0,22.0,2014
521800,115.0,70.0,2014
521810,17.0,17.0,2014
521830,54.0,52.0,2014
521850,136.0,51.0,2014
521860,24.0,24.0,2014
521880,401.0,262.0,2014
521890,108.0,104.0,2014
521900,17.0,17.0,2014
521910,15.0,15.0,2014
521920,12.0,12.0,2014
521925,15.0,15.0,2014
521930,156.0,136.0,2014
521950,16.0,16.0,2014
521960,17.0,17.0,2014
521970,38.0,38.0,2014
521973,19.0,19.0,2014
521975,138.0,27.0,2014
521980,22.0,22.0,2014
522000,76.0,26.0,2014
522010,99.0,50.0,2014
522015,10.0,10.0,2014
522020,99.0,80.0,2014
522026,10.0,10.0,2014
522040,50.0,50.0,2014
522045,87.0,79.0,2014
522050,21.0,21.0,2014
522060,40.0,40.0,2014
522068,16.0,16.0,2014
522100,41.0,20.0,2014
522140,520.0,422.0,2014
522145,15.0,15.0,2014
522150,17.0,17.0,2014
522155,14.0,14.0,2014
522160,95.0,79.0,2014
522170,27.0,20.0,2014
522185,67.0,30.0,2014
522200,37.0,29.0,2014
522205,39.0,34.0,2014
522220,13.0,13.0,2014
530010,6905.0,4618.0,2014
110001,51.0,45.0,2015
110002,218.0,110.0,2015
110003,8.0,8.0,2015
110004,343.0,246.0,2015
110005,40.0,40.0,2015
110006,56.0,55.0,2015
110007,16.0,16.0,2015
110009,54.0,36.0,2015
110010,120.0,107.0,2015
110011,97.0,86.0,2015
110012,273.0,148.0,2015
110013,44.0,44.0,2015
110014,44.0,44.0,2015
110015,87.0,45.0,2015
110018,58.0,46.0,2015
110020,1659.0,1168.0,2015
110025,49.0,49.0,2015
110026,12.0,12.0,2015
110028,94.0,78.0,2015
110029,25.0,25.0,2015
110030,207.0,188.0,2015
110032,44.0,44.0,2015
110033,42.0,42.0,2015
110034,35.0,35.0,2015
110037,16.0,16.0,2015
110040,15.0,15.0,2015
110045,54.0,32.0,2015
110050,18.0,18.0,2015
110060,26.0,26.0,2015
110070,19.0,19.0,2015
110080,15.0,15.0,2015
110090,7.0,7.0,2015
110092,10.0,10.0,2015
110094,11.0,11.0,2015
110100,21.0,21.0,2015
110110,20.0,20.0,2015
110120,16.0,16.0,2015
110130,33.0,25.0,2015
110140,40.0,40.0,2015
110143,18.0,18.0,2015
110145,8.0,8.0,2015
110146,9.0,9.0,2015
110148,16.0,16.0,2015
110149,29.0,29.0,2015
110150,36.0,36.0,2015
110155,9.0,9.0,2015
110160,13.0,13.0,2015
110170,25.0,25.0,2015
110175,12.0,12.0,2015
110180,16.0,16.0,2015
120001,16.0,16.0,2015
120005,12.0,12.0,2015
120010,42.0,42.0,2015
120020,195.0,193.0,2015
120030,29.0,29.0,2015
120032,10.0,10.0,2015
120033,25.0,25.0,2015
120034,23.0,23.0,2015
120035,13.0,13.0,2015
120038,46.0,46.0,2015
120039,14.0,14.0,2015
120040,824.0,643.0,2015
120042,16.0,16.0,2015
120043,15.0,15.0,2015
120045,30.0,30.0,2015
120050,52.0,52.0,2015
120060,42.0,42.0,2015
120070,25.0,25.0,2015
130002,22.0,22.0,2015
130006,19.0,19.0,2015
130008,20.0,20.0,2015
130010,23.0,23.0,2015
130014,42.0,42.0,2015
130020,30.0,30.0,2015
130030,31.0,31.0,2015
130040,26.0,26.0,2015
130050,32.0,32.0,2015
130060,34.0,34.0,2015
130063,13.0,13.0,2015
130068,20.0,20.0,2015
130070,61.0,61.0,2015
130080,38.0,38.0,2015
130083,17.0,17.0,2015
130090,16.0,16.0,2015
130100,50.0,50.0,2015
130110,20.0,20.0,2015
130120,105.0,105.0,2015
130130,46.0,44.0,2015
130140,80.0,80.0,2015
130150,21.0,21.0,2015
130160,58.0,58.0,2015
130165,19.0,19.0,2015
130170,39.0,39.0,2015
130180,26.0,26.0,2015
130185,32.0,32.0,2015
130190,108.0,108.0,2015
130195,15.0,15.0,2015
130200,18.0,18.0,2015
130210,20.0,20.0,2015
130220,20.0,20.0,2015
130230,19.0,19.0,2015
130240,50.0,50.0,2015
130250,63.0,63.0,2015
130255,20.0,20.0,2015
130260,3425.0,2598.0,2015
130270,60.0,60.0,2015
130280,20.0,20.0,2015
130290,90.0,90.0,2015
130300,30.0,30.0,2015
130310,30.0,30.0,2015
130320,20.0,20.0,2015
130330,31.0,31.0,2015
130340,140.0,140.0,2015
130350,26.0,26.0,2015
130353,35.0,29.0,2015
130356,29.0,29.0,2015
130360,20.0,20.0,2015
130370,52.0,24.0,2015
130380,103.0,97.0,2015
130390,20.0,20.0,2015
130395,20.0,20.0,2015
130400,20.0,20.0,2015
130406,54.0,54.0,2015
130410,35.0,35.0,2015
130420,109.0,97.0,2015
130423,33.0,33.0,2015
130426,20.0,20.0,2015
130430,40.0,40.0,2015
130440,32.0,32.0,2015
140005,29.0,22.0,2015
140010,689.0,636.0,2015
140015,14.0,8.0,2015
140020,28.0,28.0,2015
140023,16.0,16.0,2015
140028,7.0,7.0,2015
140030,22.0,14.0,2015
140040,20.0,19.0,2015
140045,14.0,12.0,2015
140047,35.0,35.0,2015
140050,13.0,12.0,2015
140060,13.0,12.0,2015
150010,257.0,195.0,2015
150013,17.0,17.0,2015
150020,33.0,33.0,2015
150030,30.0,30.0,2015
150034,40.0,40.0,2015
150040,127.0,100.0,2015
150050,94.0,87.0,2015
150060,322.0,226.0,2015
150070,20.0,20.0,2015
150080,990.0,719.0,2015
150085,27.0,27.0,2015
150090,77.0,57.0,2015
150095,64.0,64.0,2015
150110,15.0,15.0,2015
150120,30.0,30.0,2015
150125,10.0,10.0,2015
150130,89.0,71.0,2015
150140,4830.0,2478.0,2015
150145,20.0,20.0,2015
150150,78.0,78.0,2015
150157,31.0,31.0,2015
150170,355.0,266.0,2015
150172,70.0,66.0,2015
150175,24.0,24.0,2015
150178,58.0,44.0,2015
150180,157.0,157.0,2015
150190,43.0,28.0,2015
150200,20.0,20.0,2015
150210,183.0,156.0,2015
150215,71.0,44.0,2015
150220,219.0,112.0,2015
150230,190.0,147.0,2015
150240,433.0,385.0,2015
150250,9.0,9.0,2015
150270,173.0,157.0,2015
150275,25.0,25.0,2015
150276,11.0,11.0,2015
150277,50.0,50.0,2015
150280,25.0,25.0,2015
150290,27.0,27.0,2015
150293,81.0,75.0,2015
150295,41.0,41.0,2015
150300,10.0,10.0,2015
150304,20.0,20.0,2015
150307,5.0,5.0,2015
150309,24.0,24.0,2015
150310,23.0,23.0,2015
150320,45.0,45.0,2015
150330,139.0,139.0,2015
150340,19.0,19.0,2015
150345,55.0,55.0,2015
150350,42.0,42.0,2015
150360,431.0,145.0,2015
150370,61.0,53.0,2015
150375,24.0,24.0,2015
150380,120.0,81.0,2015
150390,57.0,34.0,2015
150400,20.0,20.0,2015
150405,52.0,52.0,2015
150420,264.0,187.0,2015
150430,27.0,27.0,2015
150440,18.0,18.0,2015
150442,150.0,92.0,2015
150445,41.0,41.0,2015
150450,15.0,15.0,2015
150460,27.0,27.0,2015
150470,50.0,50.0,2015
150480,81.0,54.0,2015
150490,26.0,26.0,2015
150495,32.0,32.0,2015
150503,42.0,34.0,2015
150506,54.0,54.0,2015
150510,80.0,78.0,2015
150520,15.0,15.0,2015
150530,79.0,64.0,2015
150540,24.0,24.0,2015
150543,52.0,50.0,2015
150548,29.0,29.0,2015
150549,20.0,20.0,2015
150550,201.0,109.0,2015
150553,297.0,69.0,2015
150555,22.0,22.0,2015
150563,20.0,20.0,2015
150565,29.0,29.0,2015
150570,20.0,20.0,2015
150580,29.0,29.0,2015
150590,49.0,49.0,2015
150600,20.0,20.0,2015
150613,275.0,176.0,2015
150616,54.0,29.0,2015
150618,142.0,136.0,2015
150619,27.0,27.0,2015
150620,87.0,82.0,2015
150630,19.0,19.0,2015
150640,15.0,15.0,2015
150650,130.0,130.0,2015
150658,23.0,23.0,2015
150660,35.0,35.0,2015
150670,60.0,60.0,2015
150680,547.0,431.0,2015
150700,85.0,79.0,2015
150710,20.0,20.0,2015
150715,48.0,21.0,2015
150720,31.0,31.0,2015
150730,98.0,91.0,2015
150745,41.0,41.0,2015
150747,24.0,24.0,2015
150750,19.0,19.0,2015
150760,63.0,63.0,2015
150770,32.0,32.0,2015
150775,11.0,11.0,2015
150780,15.0,15.0,2015
150790,48.0,48.0,2015
150795,40.0,40.0,2015
150797,21.0,21.0,2015
150800,171.0,150.0,2015
150803,15.0,15.0,2015
150805,21.0,21.0,2015
150808,157.0,113.0,2015
150810,304.0,222.0,2015
150812,89.0,88.0,2015
150815,61.0,58.0,2015
150820,35.0,35.0,2015
150830,65.0,65.0,2015
150835,16.0,16.0,2015
150840,152.0,60.0,2015
160005,30.0,30.0,2015
160010,37.0,37.0,2015
160015,15.0,15.0,2015
160020,20.0,20.0,2015
160023,12.0,12.0,2015
160027,47.0,47.0,2015
160030,764.0,638.0,2015
160040,14.0,14.0,2015
160050,41.0,41.0,2015
160053,34.0,34.0,2015
160060,115.0,95.0,2015
160070,10.0,10.0,2015
160080,8.0,8.0,2015
170070,22.0,22.0,2015
170100,14.0,14.0,2015
170190,17.0,17.0,2015
170200,29.0,29.0,2015
170210,523.0,419.0,2015
170220,25.0,25.0,2015
170230,27.0,27.0,2015
170240,45.0,45.0,2015
170255,93.0,93.0,2015
170370,5.0,5.0,2015
170550,81.0,69.0,2015
170610,7.0,7.0,2015
170700,39.0,39.0,2015
170710,14.0,14.0,2015
170720,9.0,9.0,2015
170730,5.0,5.0,2015
170765,5.0,5.0,2015
170820,40.0,40.0,2015
170900,10.0,10.0,2015
170930,57.0,57.0,2015
170950,215.0,101.0,2015
171050,27.0,27.0,2015
171190,30.0,30.0,2015
171320,68.0,68.0,2015
171330,26.0,26.0,2015
171360,5.0,5.0,2015
171420,9.0,9.0,2015
171430,31.0,31.0,2015
171575,5.0,5.0,2015
171610,80.0,70.0,2015
171620,24.0,24.0,2015
171650,31.0,31.0,2015
171660,26.0,26.0,2015
171670,21.0,21.0,2015
171700,6.0,6.0,2015
171750,5.0,5.0,2015
171790,7.0,7.0,2015
171820,126.0,126.0,2015
171886,6.0,6.0,2015
172065,25.0,25.0,2015
172090,47.0,47.0,2015
172100,610.0,422.0,2015
172120,40.0,40.0,2015
172210,28.0,28.0,2015
210005,334.0,121.0,2015
210010,15.0,15.0,2015
210015,15.0,15.0,2015
210020,24.0,24.0,2015
210030,25.0,25.0,2015
210043,48.0,48.0,2015
210047,69.0,69.0,2015
210050,54.0,22.0,2015
210060,70.0,66.0,2015
210070,32.0,32.0,2015
210080,16.0,16.0,2015
210083,15.0,15.0,2015
210087,17.0,17.0,2015
210090,33.0,33.0,2015
210095,58.0,58.0,2015
210100,59.0,50.0,2015
210110,20.0,20.0,2015
210120,166.0,156.0,2015
210130,39.0,39.0,2015
210140,116.0,88.0,2015
210150,31.0,31.0,2015
210160,157.0,131.0,2015
210170,52.0,47.0,2015
210177,15.0,15.0,2015
210180,15.0,15.0,2015
210190,18.0,18.0,2015
210193,15.0,15.0,2015
210197,15.0,15.0,2015
210200,36.0,36.0,2015
210203,25.0,25.0,2015
210210,69.0,69.0,2015
210220,35.0,35.0,2015
210230,44.0,44.0,2015
210232,74.0,74.0,2015
210240,19.0,19.0,2015
210250,20.0,20.0,2015
210255,17.0,17.0,2015
210260,10.0,10.0,2015
210270,34.0,34.0,2015
210275,12.0,12.0,2015
210280,53.0,53.0,2015
210290,38.0,38.0,2015
210300,322.0,315.0,2015
210310,15.0,15.0,2015
210312,19.0,19.0,2015
210320,122.0,90.0,2015
210325,21.0,21.0,2015
210330,115.0,115.0,2015
210340,120.0,100.0,2015
210350,163.0,163.0,2015
210355,15.0,15.0,2015
210360,51.0,51.0,2015
210370,99.0,93.0,2015
210375,14.0,14.0,2015
210380,29.0,29.0,2015
210390,26.0,26.0,2015
210400,44.0,44.0,2015
210405,61.0,53.0,2015
210407,20.0,20.0,2015
210408,18.0,18.0,2015
210409,13.0,13.0,2015
210410,31.0,31.0,2015
210420,17.0,17.0,2015
210440,29.0,29.0,2015
210450,24.0,24.0,2015
210455,13.0,13.0,2015
210460,30.0,30.0,2015
210462,22.0,22.0,2015
210465,33.0,33.0,2015
210467,204.0,200.0,2015
210470,18.0,18.0,2015
210480,167.0,164.0,2015
210490,36.0,32.0,2015
210500,30.0,30.0,2015
210510,34.0,34.0,2015
210515,37.0,37.0,2015
210520,37.0,37.0,2015
210530,779.0,522.0,2015
210535,33.0,33.0,2015
210540,69.0,69.0,2015
210542,76.0,76.0,2015
210545,16.0,16.0,2015
210547,17.0,17.0,2015
210550,60.0,60.0,2015
210560,22.0,22.0,2015
210565,16.0,16.0,2015
210570,144.0,98.0,2015
210580,20.0,20.0,2015
210590,45.0,45.0,2015
210592,32.0,32.0,2015
210594,20.0,20.0,2015
210596,13.0,13.0,2015
210600,38.0,38.0,2015
210610,20.0,20.0,2015
210620,2.0,2.0,2015
210630,20.0,20.0,2015
210632,15.0,15.0,2015
210637,18.0,18.0,2015
210640,23.0,23.0,2015
210650,17.0,17.0,2015
210660,50.0,50.0,2015
210663,25.0,25.0,2015
210667,9.0,9.0,2015
210670,20.0,20.0,2015
210675,52.0,44.0,2015
210680,22.0,22.0,2015
210690,83.0,83.0,2015
210700,30.0,30.0,2015
210710,20.0,20.0,2015
210720,20.0,20.0,2015
210725,14.0,14.0,2015
210730,15.0,15.0,2015
210735,37.0,37.0,2015
210740,20.0,20.0,2015
210745,38.0,38.0,2015
210750,17.0,17.0,2015
210760,36.0,36.0,2015
210770,48.0,48.0,2015
210780,68.0,68.0,2015
210790,123.0,123.0,2015
210800,27.0,27.0,2015
210805,20.0,20.0,2015
210810,39.0,35.0,2015
210820,116.0,85.0,2015
210825,34.0,34.0,2015
210830,71.0,71.0,2015
210840,27.0,27.0,2015
210845,52.0,48.0,2015
210850,40.0,40.0,2015
210860,221.0,215.0,2015
210870,35.0,35.0,2015
210880,18.0,18.0,2015
210890,39.0,39.0,2015
210900,50.0,50.0,2015
210910,194.0,190.0,2015
210920,15.0,15.0,2015
210927,15.0,15.0,2015
210930,14.0,14.0,2015
210940,14.0,14.0,2015
210945,48.0,32.0,2015
210950,50.0,50.0,2015
210955,15.0,15.0,2015
210960,123.0,113.0,2015
210970,9.0,9.0,2015
210975,17.0,17.0,2015
210980,46.0,46.0,2015
210990,271.0,251.0,2015
211000,86.0,86.0,2015
211003,58.0,58.0,2015
211010,42.0,42.0,2015
211020,42.0,35.0,2015
211023,16.0,16.0,2015
211027,15.0,15.0,2015
211030,30.0,30.0,2015
211040,24.0,24.0,2015
211050,49.0,49.0,2015
211060,45.0,41.0,2015
211065,21.0,21.0,2015
211070,34.0,30.0,2015
211080,18.0,18.0,2015
211085,24.0,24.0,2015
211090,18.0,18.0,2015
211100,50.0,50.0,2015
211102,35.0,35.0,2015
211105,16.0,16.0,2015
211107,19.0,19.0,2015
211110,54.0,52.0,2015
211120,124.0,72.0,2015
211125,13.0,13.0,2015
211130,3954.0,3197.0,2015
211140,29.0,29.0,2015
211150,49.0,49.0,2015
211153,26.0,26.0,2015
211157,18.0,18.0,2015
211160,23.0,19.0,2015
211163,16.0,16.0,2015
211170,56.0,56.0,2015
211172,36.0,36.0,2015
211174,20.0,20.0,2015
211178,20.0,20.0,2015
211180,59.0,55.0,2015
211190,15.0,15.0,2015
211195,16.0,16.0,2015
211200,16.0,16.0,2015
211210,84.0,84.0,2015
211220,120.0,115.0,2015
211223,29.0,29.0,2015
211227,17.0,17.0,2015
211230,50.0,50.0,2015
211240,52.0,52.0,2015
211250,52.0,52.0,2015
211260,46.0,46.0,2015
211270,37.0,37.0,2015
211280,73.0,73.0,2015
211285,21.0,21.0,2015
211290,54.0,50.0,2015
211300,48.0,44.0,2015
211400,77.0,77.0,2015
220010,15.0,15.0,2015
220020,27.0,27.0,2015
220025,12.0,12.0,2015
220030,22.0,22.0,2015
220040,37.0,37.0,2015
220050,45.0,45.0,2015
220070,10.0,10.0,2015
220090,6.0,6.0,2015
220100,4.0,4.0,2015
220110,18.0,18.0,2015
220115,6.0,6.0,2015
220120,74.0,70.0,2015
220140,25.0,25.0,2015
220150,33.0,33.0,2015
220160,15.0,15.0,2015
220170,4.0,4.0,2015
220180,21.0,21.0,2015
220190,53.0,53.0,2015
220191,6.0,6.0,2015
220196,10.0,10.0,2015
220200,27.0,27.0,2015
220202,16.0,16.0,2015
220220,253.0,253.0,2015
220225,4.0,4.0,2015
220230,23.0,23.0,2015
220240,9.0,9.0,2015
220250,11.0,11.0,2015
220260,46.0,46.0,2015
220270,23.0,23.0,2015
220277,7.0,7.0,2015
220280,45.0,45.0,2015
220290,41.0,41.0,2015
220300,25.0,25.0,2015
220310,26.0,26.0,2015
220320,35.0,35.0,2015
220330,21.0,21.0,2015
220335,7.0,7.0,2015
220350,34.0,34.0,2015
220360,8.0,8.0,2015
220370,60.0,40.0,2015
220375,16.0,16.0,2015
220380,2.0,2.0,2015
220390,161.0,144.0,2015
220400,14.0,14.0,2015
220410,4.0,4.0,2015
220420,14.0,14.0,2015
220430,25.0,25.0,2015
220440,12.0,12.0,2015
220450,32.0,32.0,2015
220470,11.0,11.0,2015
220480,15.0,15.0,2015
220490,20.0,20.0,2015
220500,21.0,21.0,2015
220510,26.0,26.0,2015
220520,35.0,31.0,2015
220530,7.0,7.0,2015
220540,17.0,17.0,2015
220550,23.0,23.0,2015
220553,13.0,13.0,2015
220555,10.0,10.0,2015
220560,8.0,8.0,2015
220570,32.0,32.0,2015
220580,60.0,60.0,2015
220585,7.0,7.0,2015
220590,11.0,11.0,2015
220595,38.0,38.0,2015
220600,5.0,5.0,2015
220610,15.0,15.0,2015
220620,23.0,23.0,2015
220640,13.0,13.0,2015
220650,20.0,20.0,2015
220660,25.0,25.0,2015
220670,6.0,6.0,2015
220680,13.0,13.0,2015
220690,12.0,12.0,2015
220700,148.0,104.0,2015
220720,81.0,81.0,2015
220730,8.0,8.0,2015
220740,12.0,12.0,2015
220750,17.0,17.0,2015
220760,25.0,25.0,2015
220770,543.0,460.0,2015
220780,66.0,63.0,2015
220790,70.0,49.0,2015
220800,422.0,370.0,2015
220810,16.0,16.0,2015
